NAME,VALUE
"bgal A18",7.6
"bgal A19",7
"bgal A19",10.4
"bgal A19",7.6
"bgal A19",7.5
"bgal A19",7.2
"bgal A19",7.4
"bgal A19",6.8
"bgal A19",7.4
"bgal A19",4.6
"bgal A19",11.2
"bgal A19",3.8
"bgal A19",8.6
"bgal A19",6.4
"bgal A19",7.2
"bgal A19",5.6
"bgal A19",9.6
"bgal A19",9.4
"bgal A19",7.6
"bgal A19",10
"bgal A19",9.8
"bgal A19",7.6
"bgal A19",8.8
"bgal A21",10.2
"bgal A21",10.8
"bgal A21",14.2
"bgal A21",10.6
"bgal A21",12.8
"bgal A21",14
"bgal A21",10.4
"bgal A21",14.4
"bgal A21",12.6
"bgal A21",7.2
"bgal A21",11.6
"bgal A21",4.4
"bgal A21",5
"bgal A21",6
"bgal A21",13
"bgal A21",10
"bgal A21",10.6
"bgal A21",8
"bgal A21",7.8
"bgal A24",10.6
"bgal A24",8.8
"bgal A24",7.6
"bgal A24",7.2
"bgal A24",5.6
"bgal A24",4.2
"bgal A24",11.8
"bgal A24",6.6
"bgal A24",7.4
"bgal A24",8.2
"bgal A24",6
"bgal A24",6.6
"bgal A24",5.2
"bgal A25",3.6
"bgal A25",2.8
"bgal A25",4.2
"bgal A25",3.4
"bgal A25",8.6
"bgal A25",7.2
"bgal A25",7.8
"bgal A25",5.4
"bgal A25",5.4
"bgal A25",3.2
"bgal A25",3.2
"bgal A27",15.6
"bgal A27",12.6
"bgal A27",14.4
"bgal A27",13.8
"bgal A27",15.4
"bgal A27",15.8
"bgal A27",14.8
"bgal A27",17.4
"bgal A27",12.2
"bgal A27",12.8
"bgal A27",14.2
"bgal A27",11.4
"bgal A27",10.4
"bgal A27",9.6
"bgal A27",9.2
"bgal A27",9.2
"bgal A27",14
"bgal A27",8.8
"bgal A27",9
"bgal A27",10.6
"bgal A27",9
"bgal A27",12.6
"bgal A27",10.6
"bgal A27",11.2
"bgal A27",10.6
"bgal A27",9.4
"bgal A27",7.8
"bgal A27",11.4
"bgal A27",11.6
"bgal A27",10.4
"bgal A27",12.8
"bgal A27",15.2
"bgal A27",14
"bgal A27",12.6
"bgal A27",13.8
"bgal A27",7.2
"bgal A27",12
"bgal A27",8.6
"bgal A28",11.8
"bgal A28",10.4
"bgal A28",10.8
"bgal A28",8
"bgal A28",8.4
"bgal A28",9.8
"bgal A28",6.4
"bgal A28",7.8
"bgal A28",18.4
"bgal A28",13.8
"bgal A28",7
"bgal A28",8.8
"bgal A28",12.6
"bgal A28",11.9
"bgal A28",8.4
"bgal A28",9.8
"bgal A28",10
"bgal A28",5.8
"bgal A28",7.8
"bgal A28",12.6
"bgal A28",6.8
"bgal A28",5.8
"bgal A37",8
"bgal A37",6.6
"bgal A37",8
"bgal A37",5
"bgal A37",4
"bgal A37",5
"bgal A37",4
"bgal A37",6
"bgal A37",4.4
"bgal A37",6.4
"bgal A37",6
"bgal A37",4.8
"bgal A37",5.6
"bgal A37",9.4
"bgal A37",7.8
"bgal A37",4.4
"bgal A37",5.4
"bgal A37",5.6
"bgal A37",4.8
"bgal A37",7.4
"bgal A37",6.4
"bgal A37",6
"bgal A37",6.4
"bgal A37",5.4
"bgal A37",5.4
