NAME,VALUE
"pgap 48",8
"pgap 48",6.4
"pgap 48",6.4
"pgap 48",6.2
"pgap 48",9.2
"pgap 48",7.2
"pgap 48",7
"pgap 48",7.4
"pgap 58",16.6
"pgap 58",16.6
"pgap 58",15.2
"pgap 58",14.4
"pgap 58",8.6
"pgap 58",15.6
"pgap 58",12.6
"pgap 58",8.6
"pgap 58",17.4
"pgap 58",7
"pgap 58",7.6
"pgap 58",12.3
"pgap 58",8.4
"pgap 58",8.7
"pgap 58",12
"pgap 58",13.6
"pgap 58",11.6
"pgap 58",6.8
"pgap 58",8.8
"pgap 58",7.2
"pgap 58",9.2
"pgap 58",16.8
"pgap 58",9
"pgap 58",9.4
"pgap 58",11.8
"pgap 58",10
"pgap 58",9.2
"pgap 58",8.4
"pgap 58",7
"pgap 58",9
"pgap 58",8
