NAME,VALUE
"apae 6",250
"apae 6",300
"apae 6",310
"apae 6",290
"apae 6",300
"apae 6",350
"apae 6",300
"apae 6",240
"apae 6",290
"apae 6",260
"apae 6",250
"apae 6",310
"apae 6",350
"apae 6",260
"apae 6",290
"apae 6",300
"apae 6",260
"apae 6",240
"apae 6",270
"apae 6",260
"apae 6",240
"apae 6",240
"apae 6",260
"apae 6",240
"apae 6",260
"apae 6",270
"apae 6",300
"apae 6",310
"apae 6",260
"apae 6",370
"apae 6",310
"apae 6",270
"apae 6",270
"apae 6",320
"apae 6",300
"apae 6",310
"apae 6",260
"apae 6",250
"apae 6",250
"apae 6",260
"apae 6",250
"apae 6",250
"apae 6",240
"apae 6",260
"apae 6",240
"apae 6",210
"apae 6",220
"apae 6",250
"apae 6",210
"apae 6",300
"apae 6",210
"apae 6",230
