NAME,VALUE
"bgal A24",10
"bgal A25",14
"bgal A25",10
"bgal A25",10
"bgal A25",11
"bgal A25",11
"bgal A25",15
"bgal A25",14
"bgal A25",14
"bgal A25",19
"bgal A25",15
"bgal A25",15
"bgal A27",5
"bgal A27",6
"bgal A27",6
"bgal A27",5
"bgal A27",4
"bgal A27",7
"bgal A27",6
"bgal A27",6
"bgal A27",5
"bgal A27",5
"bgal A27",7
"bgal A27",6
"bgal A27",6
"bgal A27",6
"bgal A27",8
"bgal A27",7
"bgal A27",8
"bgal A27",5
"bgal A27",8
"bgal A27",7
"bgal A27",10
"bgal A27",7
"bgal A27",7
"bgal A27",11
"bgal A27",9
"bgal A27",7
"bgal A27",9
"bgal A27",10
"bgal A27",10
"bgal A27",11
"bgal A27",11
"bgal A27",11
"bgal A27",9
"bgal A27",10
"bgal A27",7
"bgal A27",7
"bgal A27",10
"bgal A27",8
"bgal A28",8
"bgal A28",8
"bgal A28",6
"bgal A28",7
"bgal A28",6
"bgal A28",6
"bgal A28",10
"bgal A28",15
"bgal A28",15
"bgal A28",10
"bgal A28",12
"bgal A28",10
"bgal A28",12
"bgal A28",13
"bgal A28",12
"bgal A28",11
"bgal A28",13
"bgal A28",12
"bgal A28",8
"bgal A28",8
"bgal A28",9
"bgal A28",10
"bgal A37",7
"bgal A37",6
"bgal A37",7
"bgal A37",11
"bgal A37",13
"bgal A37",11
"bgal A37",13
"bgal A37",8
"bgal A37",9
"bgal A37",11
"bgal A37",11
"bgal A37",13
"bgal A37",12
"bgal A37",12
"bgal A37",14
"bgal A37",12
"bgal A37",12
"bgal A37",14
"bgal A37",16
"bgal A37",12
"bgal A37",9
"bgal A37",10
"bgal A37",9
"bgal A37",9
"bgal A37",9
