NAME,C_VALUE,H_VALUE,L_VALUE,A_VALUE,B_VALUE
"apae 4",40.12,27.76,29.23,35.5,18.69
"apae 4",40.22,26.58,36.23,35.97,18
"apae 4",41.03,25.84,33.75,36.93,17.88
"apae 4",40.49,23.3,32.65,37.19,16.01
"apae 4",41.43,28.47,32.87,36.42,19.75
"apae 4",42.77,26.78,33.76,38.18,19.27
"apae 4",43.09,30.09,34.65,37.28,21.6
"apae 4",42.8,30.11,35.43,37.02,21.47
"apae 4",44.53,25.14,31.66,40.31,18.92
"apae 4",45.02,27.27,36.11,40.02,20.63
"apae 4",44.32,29.91,36.23,38.42,22.1
"apae 4",45.09,30.09,34.48,39.01,22.61
"apae 4",41.52,30.97,36.95,35.6,21.36
"apae 4",43.66,25.43,33.6,39.43,18.75
"apae 4",43.4,24.74,33.47,39.41,18.16
"apae 4",46.51,30.7,36.56,39.99,23.74
"apae 4",43.29,30.62,36.09,37.26,22.05
"apae 4",39.88,29.57,32.81,34.69,19.68
"apae 4",37.59,27.54,34.3,33.33,17.38
"apae 4",38.65,30.91,35.14,33.16,19.85
"apae 4",40.3,27.1,34.81,35.88,18.36
"apae 4",45.02,37.83,31.62,35.56,27.61
"apae 4",48.69,29.89,36.57,42.22,24.27
"apae 4",48.54,33.18,39.51,40.63,26.57
"apae 4",49.39,30.3,34.19,42.64,24.92
"apae 4",50.57,28.65,39.58,44.37,24.25
"apae 4",35.32,23.43,33.17,32.41,14.05
"apae 4",43.63,24.54,34.06,39.69,18.12
"apae 4",44.23,25.29,36.46,39.99,18.89
"apae 4",43.33,22.13,32.48,40.14,16.32
"apae 4",46.68,28.79,33.55,40.91,22.48
"apae 4",54.77,34.13,43.52,45.34,30.73
"apae 4",54.14,34.48,44.04,44.63,30.65
"apae 4",54.37,32.44,42.71,45.88,29.17
"apae 4",51.1,33.44,44.33,42.64,28.16
"apae 4",49.13,32.78,41.82,41.31,26.6
"apae 4",29.97,24.23,33.24,27.33,12.3
"apae 4",35.76,24.11,34.65,32.64,14.61
"apae 4",38.52,24.54,36.44,35.04,16
"apae 4",44.86,27.1,36.8,39.93,20.43
"apae 4",44.11,23.27,36.15,40.52,17.43
"apae 4",43.85,26.33,36.37,39.3,19.45
"apae 4",32.62,27.5,33.03,28.94,15.06
"apae 6",32.67,57.29,50.91,17.65,27.49
"apae 6",34.55,44.49,51.42,24.65,24.21
"apae 6",40.8,38.46,46.59,31.95,25.38
"apae 6",31.76,50.08,48.62,20.38,24.36
"apae 6",28.62,82.26,62.7,3.86,28.36
"apae 6",41.67,35.62,43.67,33.87,24.27
"apae 6",57.47,34,42.46,47.64,32.14
"apae 6",53.48,33.06,39.72,44.82,29.17
"apae 6",56.34,34.83,43.23,46.25,32.18
"apae 6",52.42,35.44,44.19,42.71,30.4
"apae 6",44.2,36.91,43.83,35.34,26.55
"apae 6",45.22,36.63,45.59,36.29,26.98
"apae 6",46.91,35.22,41.48,38.32,27.05
"apae 6",38.83,36.64,41.13,31.16,23.18
"apae 6",41.17,30.73,38.1,35.39,21.03
"apae 6",47.71,31.73,39.61,40.58,25.09
"apae 6",47.05,33.48,42.38,39.24,25.95
"apae 6",42.45,33.33,40.85,35.46,23.32
"apae 6",45.3,34.36,41.73,37.39,25.56
"apae 6",51.93,33.6,41.87,43.25,28.73
"apae 6",50.14,29.44,38.22,43.66,24.65
"apae 6",51.43,32.96,41.44,43.15,27.98
"apae 6",52.93,31.74,45,45.02,27.84
"apae 6",50.94,32.65,40.9,42.89,27.48
"apae 6",53.32,36.68,43.82,42.76,31.85
"apae 6",46.91,35.03,31.91,38.41,26.93
"apae 6",50.3,36.95,40.71,40.2,30.23
"apae 6",53.1,35.05,46.51,43.47,30.49
"apae 6",44.15,31.99,40.7,37.45,23.39
"apae 6",43.96,40.04,39.53,33.65,28.28
"apae 6",45.86,35.25,37.9,37.45,26.47
"apae 6",53.94,32.74,43.47,45.37,29.17
"apae 6",56.36,31.62,43.21,47.99,29.55
"apae 6",44.38,27.57,36.28,39.34,20.54
"apae 6",54.84,31.28,43.95,46.87,28.47
"apae 6",48.69,33.35,32.29,40.67,26.77
"apae 6",53.21,30.91,39.95,45.65,27.34
"apae 6",49.8,35.06,43.52,40.76,28.6
"apae 6",51.31,29.85,37.71,44.5,25.53
"apae 6",43.04,29.56,31.88,37.44,21.23
"apae 6",43.74,31.91,36.39,37.13,23.12
"apae 6",40.83,27.94,33.78,36.07,19.14
"apae 6",44.06,26.43,35.31,39.46,19.61
"apae 6",41.56,30.97,36.95,35.63,21.39
"apae 6",47.16,26.22,34.92,42.31,20.83
"apae 6",0.83,314.16,53.28,0.58,-0.6
"apae 6",45.91,29.59,37.94,39.93,22.67
"apae 6",49.01,34.26,41.34,40.51,27.59
"apae 6",40.96,30.87,37.24,35.16,21.02
"apae 6",46.33,26.14,34.52,41.59,20.41
"apae 6",44.46,26.31,33.74,39.85,19.71
"apae 6",43.08,23.04,32.97,39.64,16.86
"apae 6",50.15,35.84,43.61,40.66,29.36
"apae 6",46.58,32.11,39.29,39.46,24.76
"apae 6",45.52,31.77,38.37,38.69,23.97
"apae 6",54.77,34.13,43.52,45.34,30.73
"apae 6",54.14,34.48,44.04,44.63,30.65
"apae 6",54.37,32.44,42.71,45.88,29.17
"apae 6",51.1,33.44,44.33,42.64,28.16
"apae 6",49.13,32.78,41.82,41.31,26.6
"apae 6",45.8,30.01,36.74,39.66,22.91
"apae 6",39.57,23.64,31.9,36.25,15.86
"apae 6",48.48,26.59,38.17,43.35,21.7
"apae 6",52.16,27.36,39.42,46.32,23.97
"apae 6",52.19,30.14,38.84,45.13,26.2
"apae 6",44.82,25.28,36.66,40.53,19.14
"apae 6",45.69,30.59,41.35,39.34,23.25
"apae 6",42.01,27.56,38.81,37.25,19.44
"apae 6",36.71,37.46,42.77,29.14,22.33
"apae 6",46.88,29.04,40.02,40.98,22.76
"apae 6",39.35,29.38,38.42,34.29,19.3
"apae 6",50.74,32.5,43.43,42.79,27.26
"apae 6",47.78,30.74,41.99,41.06,24.42
"apae 6",45.96,28.59,40.21,40.35,21.99
"apae 6",49.28,28.96,39.73,43.12,23.86
"apae 6",44.34,29.14,39.06,38.73,21.59
"apae 6",45.13,27.54,39.95,40.02,20.87
"apae 6",43.18,24.41,36.22,39.32,17.84
"apae 6",47.32,35,44.77,38.76,27.14
"apae 6",47.97,34.48,43.12,39.55,27.16
"apae 6",47.46,37.18,46.68,37.81,28.68
"apae 6",32.06,19.36,32.92,30.25,10.63
