NAME,VALUE
"apae 6",9
"apae 6",8
"apae 6",9
"apae 6",8
"apae 6",3
"apae 6",8
"apae 6",7
"apae 6",8
"apae 6",7
"apae 6",7
"apae 6",7
"apae 6",7
"apae 6",8
"apae 6",10
"apae 6",9
"apae 6",8
"apae 6",7
"apae 6",7
"apae 6",10
"apae 6",10
"apae 6",12
"apae 6",12
"apae 6",9
"apae 6",6
"apae 6",7
"apae 6",8
"apae 6",7
"apae 6",7
"apae 6",9
"apae 6",8
"apae 6",10
"apae 6",8
"apae 6",8
"apae 6",8
"apae 6",10
"apae 6",9
"apae 6",10
"apae 6",9
"apae 6",8
"apae 6",7
"apae 6",9
"apae 6",8
"apae 6",7
"apae 6",7
"apae 6",11
"apae 6",8
"apae 6",8
"apae 6",11
"apae 6",8
"apae 6",9
"apae 6",10
"apae 6",9
